PREDICTED		ACTUAL
[0.8819675  0.11803247]		[1 0]
[0.84665185 0.15334818]		[1 0]
[0.02648811 0.9735119 ]		[0 1]
[0.709026   0.29097405]		[1 0]
[0.8276827  0.17231733]		[1 0]
[0.85227907 0.14772096]		[1 0]
[0.92737484 0.07262512]		[1 0]
[0.66237813 0.33762184]		[0 1]
[0.79013765 0.20986229]		[1 0]
[0.78366244 0.21633756]		[1 0]
[0.9684696 0.0315304]		[1 0]
[0.00548636 0.99451363]		[0 1]
[0.37170938 0.6282907 ]		[0 1]
[0.2611594  0.73884064]		[1 0]
[0.40721494 0.59278506]		[0 1]
[0.48360732 0.51639277]		[0 1]
[0.9779221  0.02207788]		[1 0]
[0.382691   0.61730903]		[0 1]
[0.8582676  0.14173238]		[1 0]
[0.17709158 0.8229084 ]		[0 1]
[0.9789088  0.02109118]		[1 0]
[0.5991219  0.40087804]		[0 1]
[0.24610756 0.7538924 ]		[0 1]
[0.98390096 0.01609895]		[1 0]
[0.50583464 0.4941654 ]		[1 0]
[0.9887629  0.01123709]		[1 0]
[0.6893046  0.31069538]		[1 0]
[0.3273943  0.67260563]		[1 0]
[0.5864176  0.41358244]		[1 0]
[0.01567837 0.9843216 ]		[0 1]
[0.15820104 0.8417989 ]		[0 1]
[0.4920023  0.50799763]		[0 1]
[0.89247507 0.10752489]		[1 0]
[0.72971135 0.27028865]		[1 0]
[0.496572   0.50342804]		[1 0]
[0.90038425 0.09961582]		[1 0]
[0.810368   0.18963197]		[1 0]
[0.09605767 0.9039423 ]		[1 0]
[0.6950439  0.30495608]		[1 0]
[0.9637183  0.03628164]		[1 0]
[0.98294973 0.01705027]		[1 0]
[0.16173193 0.83826804]		[0 1]
[0.8061134  0.19388662]		[1 0]
[0.8540843  0.14591563]		[1 0]
[0.38801298 0.61198705]		[0 1]
[0.09164038 0.9083596 ]		[1 0]
[0.13087346 0.86912656]		[0 1]
[0.8982997  0.10170028]		[1 0]
[0.7477111  0.25228888]		[1 0]
[0.07836452 0.92163545]		[0 1]
[0.8807657  0.11923432]		[1 0]
[0.05173766 0.9482623 ]		[0 1]
[0.27477354 0.7252265 ]		[0 1]
[0.09848872 0.9015113 ]		[0 1]
[0.64085466 0.35914534]		[0 1]
[0.6234319  0.37656814]		[0 1]
[0.26248854 0.73751146]		[0 1]
[0.5506238  0.44937617]		[1 0]
[0.8737529  0.12624706]		[1 0]
[0.56872064 0.43127936]		[0 1]
[0.5476938  0.45230627]		[0 1]
[0.86308    0.13692002]		[1 0]
[0.26937178 0.7306282 ]		[1 0]
[0.53409034 0.46590963]		[0 1]
[0.12010452 0.8798955 ]		[0 1]
[0.7782373  0.22176275]		[1 0]
[0.33705115 0.6629488 ]		[0 1]
[0.9924394  0.00756063]		[1 0]
[0.39306587 0.60693413]		[1 0]
[0.41141602 0.588584  ]		[0 1]
[0.33783868 0.66216135]		[1 0]
[0.6359928  0.36400717]		[1 0]
[0.7609565  0.23904346]		[1 0]
[0.76641643 0.23358358]		[1 0]
[0.20515153 0.79484844]		[0 1]
[0.7463425  0.25365755]		[1 0]
[0.13745922 0.86254084]		[0 1]
[0.72490007 0.27509993]		[1 0]
[0.2979084 0.7020915]		[0 1]
[0.4100548 0.5899452]		[0 1]
[0.6310854  0.36891457]		[0 1]
[0.8023227  0.19767733]		[1 0]
[0.578392   0.42160803]		[1 0]
[0.4460353 0.5539647]		[0 1]
[0.6221673  0.37783274]		[1 0]
[0.50137824 0.49862185]		[1 0]
[0.26546532 0.7345347 ]		[0 1]
[0.31906438 0.6809356 ]		[0 1]
[0.7441471  0.25585288]		[1 0]
[0.15780008 0.8422    ]		[0 1]
[0.04785822 0.95214176]		[0 1]
[0.09826199 0.901738  ]		[0 1]
[0.2583689  0.74163103]		[0 1]
[0.51476204 0.48523796]		[0 1]
[0.9746515  0.02534849]		[1 0]
[0.05049779 0.9495022 ]		[0 1]
[0.2974554  0.70254457]		[0 1]
[0.64366424 0.35633582]		[1 0]
[0.83400446 0.1659955 ]		[0 1]
[0.12038086 0.8796192 ]		[0 1]
[0.03258462 0.9674154 ]		[0 1]
[0.654407   0.34559298]		[1 0]
[0.77379394 0.22620608]		[1 0]
[0.08660387 0.9133961 ]		[0 1]
[0.41719154 0.58280843]		[0 1]
[0.61481714 0.3851829 ]		[0 1]
[0.34619132 0.6538087 ]		[1 0]
[0.76094735 0.23905268]		[1 0]
[0.8544375  0.14556259]		[1 0]
[0.25234893 0.7476511 ]		[0 1]
[0.7954561  0.20454392]		[1 0]
[0.86079663 0.13920334]		[1 0]
[0.84312034 0.15687963]		[1 0]
[0.7152674  0.28473258]		[1 0]
[0.40575597 0.59424406]		[1 0]
[0.626468 0.373532]		[1 0]
[0.50408167 0.49591833]		[0 1]
[0.8869331  0.11306684]		[1 0]
[0.02644237 0.97355765]		[0 1]
[0.31966957 0.68033046]		[0 1]
[0.12566617 0.87433386]		[0 1]
[0.75520724 0.24479279]		[0 1]
[0.7244197  0.27558023]		[0 1]
[0.1782545  0.82174546]		[1 0]
[0.14010023 0.8598998 ]		[0 1]
[0.36414817 0.6358518 ]		[0 1]
[0.67210054 0.3278995 ]		[0 1]
[0.21730278 0.78269726]		[1 0]
[0.3988571  0.60114294]		[0 1]
[0.02125558 0.97874445]		[0 1]
[0.50844055 0.49155942]		[0 1]
[0.21158494 0.7884151 ]		[0 1]
[0.3684397  0.63156027]		[1 0]
[0.4906825 0.5093175]		[0 1]
[0.17097254 0.8290275 ]		[0 1]
[0.5336872  0.46631286]		[1 0]
[0.8274662  0.17253385]		[1 0]
[0.10557344 0.8944265 ]		[0 1]
[0.02310167 0.9768983 ]		[0 1]
[0.97010237 0.0298977 ]		[1 0]
[0.67470115 0.32529882]		[1 0]
[0.9370848  0.06291515]		[1 0]
[0.741834  0.2581661]		[1 0]
[0.95930773 0.04069229]		[1 0]
[0.34547675 0.65452325]		[0 1]
[0.71928275 0.28071722]		[1 0]
[0.2200897  0.77991027]		[0 1]
[0.79733676 0.20266321]		[1 0]
[0.63556665 0.3644333 ]		[1 0]
[0.98732656 0.01267345]		[1 0]
[0.42312488 0.57687515]		[0 1]
[0.71641093 0.28358912]		[1 0]
[0.3607162  0.63928384]		[1 0]
[0.6105247  0.38947526]		[0 1]
[0.6978213  0.30217862]		[1 0]
[0.05972483 0.94027513]		[0 1]
[0.13457145 0.86542857]		[0 1]
[0.93040377 0.06959622]		[1 0]
[0.91270286 0.08729716]		[1 0]
[0.11457305 0.8854269 ]		[0 1]
[0.41893974 0.5810603 ]		[1 0]
[0.9523893  0.04761065]		[1 0]
[0.3532523  0.64674777]		[0 1]
[0.17010544 0.82989454]		[0 1]
[0.2848163  0.71518373]		[1 0]
[0.89475584 0.10524419]		[1 0]
[0.27304894 0.72695106]		[1 0]
[0.277383   0.72261703]		[1 0]
[0.4881561 0.5118439]		[0 1]
[0.39796606 0.6020339 ]		[0 1]
[0.4800746  0.51992536]		[0 1]
[0.70850766 0.29149234]		[1 0]
[0.997336 0.002664]		[1 0]
[0.28007346 0.71992654]		[0 1]
[0.15131813 0.8486818 ]		[0 1]
[0.62555873 0.3744413 ]		[1 0]
[0.79008365 0.20991635]		[0 1]
[0.73885775 0.2611423 ]		[1 0]
[0.6745744  0.32542562]		[1 0]
[0.67449296 0.32550704]		[1 0]
[0.5397472  0.46025282]		[1 0]
[0.5932887  0.40671122]		[1 0]
[0.9711807 0.0288193]		[1 0]
[0.8902973 0.1097027]		[1 0]
[0.39006853 0.60993147]		[0 1]
[0.9271311  0.07286894]		[1 0]
[0.48124367 0.51875633]		[0 1]
[0.4044095 0.5955905]		[1 0]
[0.17447841 0.8255216 ]		[0 1]
[0.658484   0.34151605]		[0 1]
[0.7891915  0.21080855]		[0 1]
[0.8421249  0.15787512]		[1 0]
[0.34565765 0.65434235]		[0 1]
[0.20998605 0.7900139 ]		[0 1]
[0.80782795 0.19217208]		[1 0]
[0.6819828 0.3180172]		[1 0]
[0.77560705 0.22439297]		[1 0]
[0.7671863  0.23281369]		[0 1]
[0.2903671 0.7096329]		[1 0]
[0.9195606  0.08043936]		[1 0]
[0.3585036  0.64149636]		[1 0]
[0.34330562 0.65669435]		[0 1]
[0.9113021  0.08869784]		[1 0]
[0.31162533 0.68837464]		[0 1]
[0.89856946 0.10143055]		[1 0]
[0.2546446  0.74535537]		[0 1]
[0.44216475 0.5578353 ]		[0 1]
[0.18492895 0.81507105]		[0 1]
[0.34731337 0.65268666]		[0 1]
[0.9281583  0.07184179]		[1 0]
[0.7899034  0.21009663]		[1 0]
[0.9163467  0.08365326]		[0 1]
[0.4497755 0.5502245]		[1 0]
[0.8101803  0.18981968]		[0 1]
[0.5911188  0.40888116]		[0 1]
[0.9583482  0.04165181]		[1 0]
[0.88166577 0.11833421]		[1 0]
[0.46498898 0.53501105]		[0 1]
[0.5450439 0.4549561]		[1 0]
[0.7507554  0.24924456]		[1 0]
[0.9548828  0.04511718]		[1 0]
[0.82430035 0.17569965]		[1 0]
[0.6551635 0.3448365]		[1 0]
[0.8158932  0.18410686]		[1 0]
[0.18124467 0.81875527]		[0 1]
[0.3610607  0.63893926]		[1 0]
[0.2375787  0.76242137]		[0 1]
[0.14171238 0.85828763]		[0 1]
[0.8818703  0.11812973]		[1 0]
[0.23531583 0.76468414]		[1 0]
[0.5805243 0.4194757]		[0 1]
[0.80479604 0.19520397]		[1 0]
[0.30622095 0.6937791 ]		[0 1]
[0.24571362 0.75428635]		[0 1]
[0.7061208  0.29387924]		[0 1]
[0.74704957 0.2529504 ]		[0 1]
[0.88964194 0.11035812]		[0 1]
[0.55625147 0.44374856]		[0 1]
[0.70548314 0.2945168 ]		[1 0]
[0.12924223 0.8707578 ]		[0 1]
[0.7376341 0.2623659]		[1 0]
[0.8366341  0.16336592]		[1 0]
[0.43237993 0.56762004]		[1 0]
[0.12292179 0.87707824]		[0 1]
[0.18784502 0.81215495]		[1 0]
[0.4885707  0.51142925]		[0 1]
[0.12114792 0.87885207]		[0 1]
[0.07576551 0.92423445]		[0 1]
[0.34211084 0.6578892 ]		[0 1]
[0.6807017  0.31929836]		[1 0]
[0.98473036 0.01526959]		[1 0]
[0.3569959  0.64300406]		[0 1]
[0.5182948  0.48170513]		[1 0]
[0.16278963 0.8372103 ]		[0 1]
[0.8484159  0.15158409]		[1 0]
[0.516143   0.48385695]		[0 1]
[0.322447 0.677553]		[0 1]
[0.917774 0.082226]		[1 0]
[0.49169382 0.5083062 ]		[1 0]
[0.7357567  0.26424325]		[1 0]
[0.7923947  0.20760529]		[1 0]
[0.06721538 0.9327847 ]		[1 0]
[0.24444844 0.7555516 ]		[0 1]
[0.6957089  0.30429113]		[1 0]
[0.85039926 0.1496007 ]		[1 0]
[0.9481459  0.05185414]		[0 1]
[0.02402198 0.975978  ]		[0 1]
[0.731408   0.26859203]		[0 1]
[0.95817    0.04182998]		[0 1]
[0.0122639  0.98773617]		[0 1]
[0.23136744 0.76863253]		[0 1]
[0.523977  0.4760231]		[1 0]
[0.1507219  0.84927815]		[0 1]
[0.28785563 0.7121444 ]		[0 1]
[0.3333002  0.66669977]		[1 0]
[0.8687095  0.13129054]		[1 0]
[0.99131525 0.00868467]		[1 0]
[0.12379619 0.87620384]		[0 1]
[0.6487449  0.35125512]		[0 1]
[0.30053228 0.6994677 ]		[0 1]
[0.97035134 0.02964861]		[1 0]
[0.67696893 0.323031  ]		[1 0]
[0.23324387 0.7667561 ]		[0 1]
[0.6404531 0.3595469]		[1 0]
[0.24742912 0.75257087]		[1 0]
[0.28352037 0.71647966]		[0 1]
[0.33139828 0.66860175]		[0 1]
[0.43087703 0.56912297]		[1 0]
[0.14973417 0.85026586]		[1 0]
[0.4953982 0.5046018]		[1 0]
[0.1928597 0.8071403]		[0 1]
[0.9458178  0.05418211]		[1 0]
[0.8856395  0.11436051]		[0 1]
[0.13852607 0.86147386]		[1 0]
[0.7750439  0.22495608]		[0 1]
[0.15548183 0.8445181 ]		[1 0]
[0.75251585 0.24748415]		[1 0]
[0.63329905 0.36670092]		[1 0]
[0.44471595 0.5552841 ]		[0 1]
[0.8274817  0.17251828]		[1 0]
[0.16865148 0.83134854]		[0 1]
[0.21548319 0.7845169 ]		[1 0]
[0.6123066  0.38769335]		[1 0]
[0.25204548 0.74795455]		[1 0]
[0.43356675 0.56643325]		[0 1]
[0.33011925 0.6698807 ]		[1 0]
[0.99366355 0.00633648]		[1 0]
[0.2313253  0.76867473]		[0 1]
[0.2928566  0.70714337]		[0 1]
[0.6638481 0.3361519]		[1 0]
[0.49633288 0.5036671 ]		[0 1]
[0.79110414 0.20889586]		[1 0]
[0.43871614 0.5612839 ]		[1 0]
[0.44448906 0.5555109 ]		[0 1]
[0.68142015 0.31857985]		[1 0]
[0.58292365 0.41707635]		[1 0]
[0.99435186 0.00564817]		[1 0]
[0.7045977  0.29540223]		[1 0]
[0.35723266 0.6427673 ]		[0 1]
[0.97276366 0.02723639]		[1 0]
[0.9584243  0.04157563]		[1 0]
[0.35597906 0.644021  ]		[0 1]
[0.80085295 0.19914703]		[0 1]
[0.3532212  0.64677876]		[0 1]
[0.14058687 0.85941315]		[0 1]
[0.5127388  0.48726124]		[0 1]
[0.08553454 0.91446555]		[0 1]
[0.03013703 0.969863  ]		[0 1]
[0.88018817 0.11981185]		[1 0]
[0.6795578  0.32044223]		[1 0]
[0.14221308 0.85778695]		[0 1]
[0.5392852  0.46071482]		[1 0]
[0.9590859  0.04091409]		[1 0]
[0.7313798  0.26862022]		[1 0]
[0.65560704 0.344393  ]		[0 1]
[0.4346102 0.5653898]		[0 1]
[0.8964023  0.10359775]		[1 0]
[0.14390975 0.8560902 ]		[0 1]
[0.26705214 0.7329478 ]		[0 1]
[0.93788975 0.0621102 ]		[1 0]
[0.72394925 0.27605072]		[1 0]
[0.53826267 0.4617374 ]		[1 0]
[0.32879528 0.67120475]		[0 1]
[0.38081208 0.6191879 ]		[0 1]
[0.67386293 0.32613707]		[0 1]
[0.8073263  0.19267365]		[1 0]
[0.0522225 0.9477775]		[0 1]
[0.3894798  0.61052024]		[0 1]
[0.9565269  0.04347312]		[1 0]
[0.97183335 0.02816666]		[1 0]
[0.69612277 0.30387723]		[1 0]
[0.9963877 0.0036123]		[1 0]
[0.8648685  0.13513152]		[1 0]
[0.94507504 0.054925  ]		[1 0]
[0.4503822 0.5496178]		[0 1]
[0.49000442 0.50999564]		[1 0]
[0.32563555 0.67436445]		[0 1]
[0.47810003 0.52189994]		[0 1]
[0.5402119 0.4597881]		[0 1]
[0.91616964 0.08383032]		[1 0]
[0.04955547 0.9504445 ]		[0 1]
[0.4070757  0.59292424]		[0 1]
[0.51207775 0.48792228]		[1 0]
[0.3544628 0.6455372]		[0 1]
[0.52327806 0.47672194]		[0 1]
[0.64410836 0.35589167]		[1 0]
[0.9562431  0.04375694]		[1 0]
[0.6880444  0.31195557]		[1 0]
[0.97250664 0.02749335]		[1 0]
[0.5056049 0.494395 ]		[0 1]
[0.37917235 0.6208276 ]		[0 1]
[0.26485705 0.73514295]		[0 1]
[0.37696296 0.62303704]		[0 1]
[0.1479217 0.8520783]		[0 1]
[0.0132066  0.98679334]		[0 1]
[0.26692083 0.73307914]		[1 0]
[0.6255926 0.3744074]		[1 0]
[0.46085304 0.53914696]		[0 1]
[0.04082935 0.95917064]		[0 1]
[0.04828105 0.951719  ]		[0 1]
[0.2605948  0.73940516]		[1 0]
[0.79268837 0.20731162]		[0 1]
[0.6293787  0.37062132]		[1 0]
[0.3919297 0.6080704]		[0 1]
[0.26118717 0.73881286]		[0 1]
[0.9775589  0.02244105]		[1 0]
[0.9580851 0.0419149]		[1 0]
[0.23200215 0.76799786]		[0 1]
[0.6951284 0.3048716]		[1 0]
[0.42552248 0.5744775 ]		[0 1]
[0.24751107 0.7524889 ]		[0 1]
[0.77700824 0.22299178]		[1 0]
[0.97894156 0.02105839]		[1 0]
[0.90254647 0.09745352]		[1 0]
[0.83044624 0.16955382]		[1 0]
[0.23202367 0.76797634]		[0 1]
[0.27996334 0.7200366 ]		[0 1]
[0.21994558 0.78005445]		[0 1]
[0.36814627 0.6318537 ]		[0 1]
[0.39228305 0.6077169 ]		[1 0]
[0.65972126 0.34027869]		[0 1]
[0.2282895 0.7717105]		[0 1]
[0.68516845 0.31483147]		[0 1]
[0.9858828  0.01411719]		[1 0]
[0.92732227 0.07267773]		[1 0]
[0.60681456 0.3931854 ]		[1 0]
[0.8916741  0.10832585]		[1 0]
[0.26493204 0.73506796]		[0 1]
[0.76706743 0.23293252]		[0 1]
[0.19246073 0.8075393 ]		[0 1]
[0.43336532 0.5666347 ]		[0 1]
[0.5252679  0.47473207]		[1 0]
[0.27925038 0.7207496 ]		[0 1]
[0.3579542 0.6420458]		[1 0]
[0.86761117 0.13238877]		[1 0]
[0.85363734 0.14636265]		[1 0]
[0.19346133 0.8065387 ]		[0 1]
[0.5100305  0.48996958]		[1 0]
[0.06087317 0.93912685]		[0 1]
[0.9876579  0.01234209]		[1 0]
[0.86839294 0.13160712]		[1 0]
[0.97798777 0.02201228]		[1 0]
[0.16139838 0.8386016 ]		[0 1]
[0.70393896 0.2960611 ]		[1 0]
[0.15708019 0.84291977]		[0 1]
[0.71899056 0.2810094 ]		[1 0]
[0.8128475  0.18715253]		[1 0]
[0.9750929  0.02490714]		[1 0]
[0.60046375 0.3995363 ]		[1 0]
[0.75847244 0.24152757]		[1 0]
[0.8922356  0.10776445]		[1 0]
[0.8341767  0.16582328]		[1 0]
[0.47622716 0.5237728 ]		[0 1]
[0.5984936  0.40150645]		[0 1]
[0.7024492  0.29755083]		[1 0]
[0.6407122  0.35928777]		[0 1]
[0.44222644 0.55777353]		[0 1]
[0.7490079  0.25099215]		[1 0]
[0.8352603  0.16473976]		[0 1]
[0.98318464 0.01681537]		[1 0]
[0.32212996 0.67787004]		[0 1]
[0.83579755 0.16420251]		[1 0]
[0.11497691 0.88502306]		[0 1]
[0.29943278 0.70056725]		[0 1]
[0.63281465 0.36718535]		[1 0]
[0.7577716  0.24222845]		[1 0]
[0.92263746 0.07736249]		[1 0]
[0.25983906 0.74016094]		[0 1]
[0.8928407  0.10715935]		[1 0]
[0.01935997 0.98064005]		[0 1]
[0.95880675 0.04119329]		[1 0]
[0.98112583 0.01887414]		[1 0]
[0.91182685 0.08817322]		[1 0]
[0.7097697  0.29023024]		[0 1]
[0.84038174 0.1596183 ]		[1 0]
[0.08898649 0.91101354]		[1 0]
[0.6147115  0.38528848]		[1 0]
[0.14693105 0.853069  ]		[0 1]
[0.16039318 0.8396069 ]		[0 1]
[0.8869975  0.11300242]		[0 1]
[0.69852865 0.30147132]		[1 0]
[0.27318823 0.7268117 ]		[1 0]
[0.04305793 0.9569421 ]		[0 1]
[0.23820972 0.76179034]		[0 1]
[0.2571764  0.74282366]		[1 0]
[0.39992002 0.60007995]		[0 1]
[0.23275323 0.7672468 ]		[0 1]
[0.48633397 0.51366603]		[0 1]
[0.7989848 0.2010152]		[1 0]
[0.17684878 0.82315123]		[0 1]
[0.9762482  0.02375179]		[1 0]
[0.94334745 0.05665258]		[1 0]
[0.03713219 0.9628678 ]		[0 1]
[0.6058036 0.3941964]		[0 1]
[0.83899873 0.16100132]		[1 0]
[0.560966   0.43903401]		[0 1]
[0.99021405 0.00978596]		[1 0]
[0.07931247 0.92068756]		[0 1]
[0.23367855 0.7663214 ]		[0 1]
[0.89894223 0.1010578 ]		[0 1]
[0.76824296 0.23175703]		[0 1]
[0.41295496 0.5870451 ]		[1 0]
[0.41823784 0.5817622 ]		[1 0]
[0.2559597 0.7440403]		[0 1]
[0.9665749  0.03342507]		[1 0]
[0.1284674 0.8715326]		[0 1]
[0.70147556 0.29852447]		[1 0]
[0.08905952 0.9109405 ]		[0 1]
[0.04622333 0.95377666]		[0 1]
[0.3621082 0.6378918]		[1 0]
[0.10788148 0.8921185 ]		[0 1]
[0.72327554 0.27672452]		[1 0]
[0.705542   0.29445797]		[1 0]
[0.52984613 0.47015384]		[0 1]
[0.20727241 0.79272753]		[0 1]
[0.96955085 0.03044913]		[0 1]
[0.9394885  0.06051151]		[1 0]
[0.81972003 0.18027994]		[0 1]
[0.68962055 0.31037945]		[0 1]
[0.590055   0.40994492]		[1 0]
[0.19430348 0.8056965 ]		[1 0]
[0.5643348  0.43566525]		[1 0]
[0.74679315 0.25320685]		[1 0]
[0.7555737  0.24442631]		[1 0]
[0.2507068 0.7492932]		[0 1]
[0.25741425 0.7425857 ]		[1 0]
[0.8447404  0.15525967]		[0 1]
[0.01038014 0.9896199 ]		[0 1]
[0.9182017  0.08179834]		[1 0]
[0.6576736  0.34232637]		[0 1]
[0.07288543 0.9271146 ]		[0 1]
[0.66796494 0.33203506]		[1 0]
[0.74089676 0.25910318]		[1 0]
[0.23718753 0.7628125 ]		[1 0]
[0.34342128 0.6565787 ]		[0 1]
[0.18600301 0.8139969 ]		[0 1]
[0.504717 0.495283]		[0 1]
[0.3751841 0.6248159]		[1 0]
[0.35129938 0.6487006 ]		[0 1]
[0.36515585 0.6348441 ]		[0 1]
[0.7329923  0.26700768]		[1 0]
[0.9082057  0.09179435]		[1 0]
[0.66458803 0.33541197]		[1 0]
[0.785041   0.21495904]		[1 0]
[0.79847074 0.20152926]		[1 0]
[0.0698889 0.9301111]		[0 1]
[0.9821393  0.01786065]		[1 0]
[0.52499795 0.47500205]		[0 1]
[0.8084198  0.19158013]		[1 0]
[0.2475582 0.7524418]		[0 1]
[0.9659442  0.03405581]		[1 0]
[0.856308   0.14369199]		[1 0]
[0.3141995 0.6858005]		[0 1]
[0.44781014 0.5521898 ]		[1 0]
[0.54670155 0.45329842]		[1 0]
[0.07206165 0.92793834]		[0 1]
[0.20320083 0.7967992 ]		[0 1]
[0.61712325 0.38287675]		[0 1]
[0.8990946  0.10090544]		[0 1]
[0.6899051 0.3100949]		[0 1]
[0.15709782 0.8429022 ]		[1 0]
[0.42649928 0.5735007 ]		[1 0]
[0.9546447  0.04535528]		[1 0]
[0.93881774 0.06118229]		[1 0]
[0.3105721 0.6894279]		[1 0]
[0.21386157 0.7861384 ]		[1 0]
[0.46596676 0.5340332 ]		[1 0]
[0.6601802  0.33981982]		[0 1]
[0.01174399 0.98825604]		[0 1]
[0.28837842 0.7116216 ]		[0 1]
[0.9578942  0.04210584]		[0 1]
[0.25123826 0.7487618 ]		[1 0]
[0.18885168 0.81114835]		[0 1]
[0.6893355  0.31066447]		[1 0]
[0.30105394 0.69894606]		[1 0]
[0.23733875 0.7626613 ]		[0 1]
[0.95349413 0.04650588]		[1 0]
[0.43688565 0.56311435]		[0 1]
[0.3143395  0.68566054]		[0 1]
[0.18502003 0.81498003]		[0 1]
[0.79483694 0.20516305]		[0 1]
[0.677327   0.32267302]		[0 1]
[0.79949206 0.200508  ]		[1 0]
[0.72331387 0.27668613]		[1 0]
[0.7175989 0.2824011]		[0 1]
[0.87604177 0.1239582 ]		[1 0]
[0.96311045 0.03688961]		[1 0]
[0.7162958  0.28370422]		[0 1]
[0.44233987 0.5576601 ]		[1 0]
[0.33871463 0.6612854 ]		[0 1]
[0.7181939  0.28180608]		[1 0]
[0.7939393  0.20606065]		[1 0]
[0.3872333  0.61276674]		[1 0]
[0.10472424 0.8952757 ]		[0 1]
[0.08817672 0.9118233 ]		[0 1]
[0.27153414 0.7284658 ]		[1 0]
[0.7589768  0.24102314]		[0 1]
[0.5577562  0.44224387]		[1 0]
[0.08102774 0.9189723 ]		[0 1]
[0.6160613 0.3839387]		[0 1]
[0.7523349  0.24766512]		[1 0]
[0.53544044 0.4645596 ]		[0 1]
[0.2990508 0.7009492]		[1 0]
[0.9966421  0.00335785]		[1 0]
[0.6546313 0.3453687]		[1 0]
[0.7772047  0.22279526]		[0 1]
[0.5736215  0.42637846]		[1 0]
[0.92317146 0.07682852]		[1 0]
[0.5006999  0.49930012]		[1 0]
[0.72845083 0.2715492 ]		[1 0]
[0.1407047  0.85929525]		[0 1]
[0.7968169  0.20318308]		[1 0]
[0.2624329 0.737567 ]		[0 1]
[0.16904792 0.83095205]		[1 0]
[0.15927695 0.8407231 ]		[0 1]
[0.35482046 0.64517957]		[0 1]
[0.35596606 0.64403397]		[0 1]
[0.24665385 0.75334615]		[0 1]
[0.80979145 0.19020848]		[1 0]
[0.6330567 0.3669433]		[0 1]
[0.9798693  0.02013067]		[1 0]
[0.82094145 0.17905855]		[1 0]
[0.874519   0.12548102]		[0 1]
[0.32686877 0.6731312 ]		[1 0]
[0.5086193 0.4913807]		[1 0]
[0.95182866 0.04817137]		[1 0]
[0.5650001  0.43499985]		[1 0]
[0.13190116 0.8680989 ]		[0 1]
[0.5449946  0.45500538]		[1 0]
[0.9887007  0.01129938]		[1 0]
[0.98281497 0.01718503]		[1 0]
[0.3435244 0.6564756]		[0 1]
[0.05936636 0.9406336 ]		[0 1]
[0.950691   0.04930909]		[0 1]
[0.9960038  0.00399617]		[1 0]
[0.6901184 0.3098817]		[1 0]
[0.80708855 0.19291149]		[1 0]
[0.05098836 0.9490116 ]		[0 1]
[0.6561684  0.34383157]		[0 1]
[0.02419319 0.9758068 ]		[0 1]
[0.00891529 0.9910847 ]		[0 1]
[0.99121594 0.0087841 ]		[1 0]
[0.8658482  0.13415185]		[1 0]
[0.78931385 0.21068618]		[1 0]
[0.9549571  0.04504289]		[1 0]
[0.77626485 0.22373515]		[1 0]
[0.83935636 0.16064367]		[0 1]
[0.67751306 0.32248694]		[0 1]
[0.462974  0.5370259]		[1 0]
[0.75646114 0.24353884]		[1 0]
[0.90455824 0.09544174]		[0 1]
[0.8444259  0.15557413]		[1 0]
[0.58368695 0.41631308]		[0 1]
[0.46467975 0.5353203 ]		[1 0]
[0.4630363 0.5369637]		[1 0]
[0.6064656  0.39353436]		[1 0]
[0.93325454 0.06674542]		[1 0]
[0.9805054  0.01949464]		[1 0]
[0.43857387 0.5614261 ]		[1 0]
[0.54335415 0.45664585]		[1 0]
[0.9860486  0.01395146]		[1 0]
[0.55671227 0.4432878 ]		[1 0]
[0.63658917 0.3634108 ]		[1 0]
[0.0266564 0.9733436]		[0 1]
[0.51109004 0.4889099 ]		[0 1]
[0.10294361 0.89705634]		[0 1]
[0.18551536 0.81448466]		[0 1]
[0.2907986 0.7092014]		[0 1]
[0.36558294 0.634417  ]		[1 0]
[0.29071105 0.70928895]		[0 1]
[0.3257679  0.67423207]		[1 0]
[0.38864318 0.61135685]		[1 0]
[0.9102009  0.08979912]		[1 0]
[0.94868803 0.05131192]		[1 0]
[0.733216  0.2667841]		[0 1]
[0.39180028 0.6081997 ]		[0 1]
[0.91968644 0.08031361]		[1 0]
[0.43079397 0.56920606]		[0 1]
[0.8543486  0.14565139]		[1 0]
[0.8253462  0.17465386]		[1 0]
[0.9400977  0.05990237]		[1 0]
[0.603092   0.39690796]		[1 0]
[0.46868464 0.5313154 ]		[1 0]
[0.6994006  0.30059943]		[1 0]
[0.9841701  0.01582992]		[1 0]
[0.7537336 0.2462664]		[1 0]
[0.95511556 0.04488448]		[1 0]
[0.74250346 0.25749654]		[0 1]
[0.58171374 0.4182862 ]		[1 0]
[0.86408454 0.13591543]		[1 0]
[0.90885913 0.09114081]		[1 0]
[0.12839551 0.87160444]		[0 1]
[0.9026204  0.09737962]		[1 0]
[0.42851064 0.5714894 ]		[0 1]
[0.24548051 0.75451946]		[0 1]
[0.67736167 0.32263833]		[1 0]
[0.31254223 0.68745774]		[0 1]
[0.8237043  0.17629565]		[1 0]
[0.09757078 0.90242916]		[0 1]
[0.9692699  0.03073019]		[1 0]
[0.99581677 0.0041833 ]		[1 0]
[0.39690837 0.60309154]		[0 1]
[0.16626856 0.8337314 ]		[1 0]
[0.6017857  0.39821428]		[0 1]
[0.31978032 0.6802197 ]		[0 1]
