PREDICTED		ACTUAL
[0.7680632  0.23193686]		[0 1]
[0.9221169  0.07788315]		[1 0]
[0.7060234  0.29397658]		[1 0]
[0.2143663 0.7856336]		[0 1]
[0.6488929  0.35110712]		[1 0]
[0.6667935  0.33320647]		[0 1]
[0.64443976 0.35556018]		[1 0]
[0.9347428  0.06525724]		[1 0]
[0.66158414 0.3384159 ]		[1 0]
[0.8331427  0.16685735]		[1 0]
[0.86253345 0.13746656]		[1 0]
[0.3062193 0.6937807]		[0 1]
[0.80314374 0.19685625]		[1 0]
[0.08236374 0.9176363 ]		[0 1]
[0.87240356 0.12759644]		[0 1]
[0.27619624 0.7238037 ]		[0 1]
[0.9356834  0.06431656]		[1 0]
[0.6186163  0.38138375]		[1 0]
[0.2636807  0.73631936]		[0 1]
[0.68191683 0.31808317]		[1 0]
[0.5346212  0.46537885]		[1 0]
[0.83855957 0.16144036]		[0 1]
[0.23555979 0.76444024]		[0 1]
[0.68075186 0.3192481 ]		[0 1]
[0.6392584 0.3607416]		[1 0]
[0.15701467 0.84298533]		[0 1]
[0.33119366 0.6688064 ]		[0 1]
[0.7715789  0.22842114]		[1 0]
[0.93432343 0.06567661]		[1 0]
[0.6791947 0.3208053]		[1 0]
[0.890399   0.10960105]		[1 0]
[0.8941112  0.10588874]		[1 0]
[0.34459203 0.6554079 ]		[1 0]
[0.5248178  0.47518218]		[1 0]
[0.7703897  0.22961031]		[1 0]
[0.406638   0.59336203]		[0 1]
[0.8978891  0.10211087]		[1 0]
[0.70602393 0.29397604]		[0 1]
[0.70575845 0.2942416 ]		[1 0]
[0.6983914  0.30160865]		[1 0]
[0.73196185 0.26803815]		[0 1]
[0.21996771 0.78003234]		[0 1]
[0.2736365 0.7263635]		[0 1]
[0.5932951  0.40670487]		[1 0]
[0.09209073 0.9079093 ]		[0 1]
[0.27234465 0.72765535]		[0 1]
[0.80050594 0.19949408]		[1 0]
[0.5759821  0.42401788]		[1 0]
[0.68265    0.31734994]		[0 1]
[0.5393746  0.46062544]		[0 1]
[0.3602877 0.6397123]		[0 1]
[0.6202598  0.37974015]		[0 1]
[0.6539161  0.34608388]		[1 0]
[0.4392137 0.5607863]		[0 1]
[0.34280187 0.6571981 ]		[1 0]
[0.29650918 0.70349085]		[0 1]
[0.256462   0.74353796]		[0 1]
[0.8502843  0.14971572]		[1 0]
[0.8257884  0.17421162]		[1 0]
[0.15815447 0.84184545]		[0 1]
[0.80758786 0.19241215]		[1 0]
[0.16402556 0.83597445]		[0 1]
[0.91906524 0.08093472]		[0 1]
[0.4553626  0.54463744]		[1 0]
[0.2639631 0.7360369]		[0 1]
[0.7780098  0.22199023]		[1 0]
[0.38555723 0.6144428 ]		[1 0]
[0.7534044  0.24659564]		[1 0]
[0.21862188 0.7813781 ]		[0 1]
[0.38390046 0.61609954]		[0 1]
[0.8063706  0.19362943]		[0 1]
[0.5809709  0.41902912]		[0 1]
[0.84119654 0.15880348]		[1 0]
[0.6820736  0.31792647]		[0 1]
[0.30679002 0.69320995]		[0 1]
[0.22790521 0.7720947 ]		[1 0]
[0.33054203 0.669458  ]		[0 1]
[0.912      0.08800001]		[1 0]
[0.4826545 0.5173455]		[1 0]
[0.09601265 0.9039873 ]		[0 1]
[0.90361404 0.09638595]		[1 0]
[0.8721626  0.12783739]		[1 0]
[0.19950551 0.80049455]		[0 1]
[0.14209068 0.8579093 ]		[1 0]
[0.556255   0.44374496]		[0 1]
[0.7273835  0.27261654]		[1 0]
[0.5032637  0.49673632]		[1 0]
[0.41081542 0.5891846 ]		[0 1]
[0.48863497 0.51136506]		[0 1]
[0.41274336 0.5872566 ]		[0 1]
[0.5257355  0.47426447]		[1 0]
[0.37580177 0.6241982 ]		[0 1]
[0.28502172 0.7149782 ]		[1 0]
[0.10533239 0.8946677 ]		[0 1]
[0.06207713 0.9379229 ]		[0 1]
[0.8531399  0.14686011]		[1 0]
[0.4701328 0.5298672]		[0 1]
[0.4130247  0.58697534]		[0 1]
[0.4115797 0.5884203]		[1 0]
[0.49601817 0.5039819 ]		[1 0]
[0.6040975  0.39590254]		[0 1]
[0.663809 0.336191]		[0 1]
[0.6275488  0.37245125]		[0 1]
[0.29505357 0.70494634]		[0 1]
[0.29641396 0.70358604]		[0 1]
[0.76636165 0.23363829]		[1 0]
[0.71200514 0.28799492]		[1 0]
[0.64767265 0.35232732]		[1 0]
[0.36955285 0.6304471 ]		[0 1]
[0.90512156 0.0948784 ]		[1 0]
[0.23405315 0.7659468 ]		[0 1]
[0.42709258 0.57290745]		[0 1]
[0.30695796 0.69304204]		[0 1]
[0.6414107  0.35858926]		[0 1]
[0.63843125 0.36156875]		[1 0]
[0.29868364 0.70131636]		[1 0]
[0.44880635 0.55119365]		[1 0]
[0.3168248 0.6831752]		[0 1]
[0.8416325  0.15836748]		[1 0]
[0.4176336 0.5823664]		[0 1]
[0.06562686 0.9343732 ]		[0 1]
[0.41437063 0.5856294 ]		[0 1]
[0.42158327 0.57841676]		[1 0]
[0.28803474 0.71196526]		[0 1]
[0.5357195  0.46428052]		[1 0]
[0.18459512 0.8154049 ]		[0 1]
[0.15965338 0.84034663]		[0 1]
[0.39077875 0.6092213 ]		[1 0]
[0.1889574 0.8110426]		[0 1]
[0.9191189  0.08088111]		[0 1]
[0.3230675 0.6769325]		[0 1]
[0.835558   0.16444199]		[1 0]
[0.93247586 0.06752417]		[1 0]
[0.8994628 0.1005372]		[1 0]
[0.30788085 0.6921191 ]		[0 1]
[0.4669672 0.5330328]		[1 0]
[0.64618665 0.35381335]		[1 0]
[0.33839443 0.66160554]		[1 0]
[0.1787337 0.8212663]		[0 1]
[0.9134706  0.08652943]		[1 0]
[0.9248069  0.07519311]		[1 0]
[0.22338505 0.77661496]		[0 1]
[0.63201725 0.36798272]		[1 0]
[0.06930871 0.93069124]		[0 1]
[0.27796146 0.72203857]		[0 1]
[0.6947876  0.30521235]		[1 0]
[0.3509412  0.64905876]		[0 1]
[0.6606306  0.33936942]		[1 0]
[0.3399063 0.6600937]		[0 1]
[0.5052437  0.49475628]		[0 1]
[0.57127565 0.4287244 ]		[0 1]
[0.78184783 0.21815221]		[1 0]
[0.46373862 0.53626144]		[1 0]
[0.47361702 0.5263829 ]		[0 1]
[0.5188615  0.48113856]		[0 1]
[0.33802107 0.66197896]		[1 0]
[0.70090514 0.2990949 ]		[1 0]
[0.44826713 0.55173284]		[0 1]
[0.5951381  0.40486193]		[1 0]
[0.21109676 0.7889032 ]		[1 0]
[0.8904629  0.10953718]		[1 0]
[0.327709   0.67229104]		[0 1]
[0.1052141 0.8947859]		[0 1]
[0.30578253 0.6942174 ]		[0 1]
[0.88435477 0.11564524]		[1 0]
[0.20407288 0.79592717]		[1 0]
[0.64352727 0.35647276]		[1 0]
[0.16161917 0.8383808 ]		[0 1]
[0.34669867 0.6533013 ]		[0 1]
[0.31500012 0.6849998 ]		[0 1]
[0.67763126 0.32236874]		[0 1]
[0.3408491  0.65915096]		[1 0]
[0.16257396 0.83742607]		[0 1]
[0.916947   0.08305302]		[1 0]
[0.8851581  0.11484193]		[0 1]
[0.47470394 0.52529603]		[0 1]
[0.08375266 0.9162473 ]		[0 1]
[0.12722492 0.8727751 ]		[0 1]
[0.8816203  0.11837973]		[1 0]
[0.39680588 0.6031941 ]		[0 1]
[0.4559227  0.54407734]		[1 0]
[0.42830274 0.5716973 ]		[0 1]
[0.4718936  0.52810633]		[0 1]
[0.5645438 0.4354562]		[0 1]
[0.5920101  0.40798995]		[0 1]
[0.6365057  0.36349434]		[1 0]
[0.87732464 0.12267541]		[1 0]
[0.21164052 0.78835946]		[0 1]
[0.9319375  0.06806248]		[1 0]
[0.50193965 0.49806035]		[0 1]
[0.5267634  0.47323665]		[1 0]
[0.34309837 0.65690154]		[0 1]
[0.716681   0.28331894]		[1 0]
[0.6668198 0.3331802]		[1 0]
[0.7389688  0.26103118]		[1 0]
[0.5139059  0.48609415]		[1 0]
[0.66324425 0.33675572]		[0 1]
[0.90498465 0.09501535]		[1 0]
[0.6769314  0.32306862]		[1 0]
[0.07222847 0.92777157]		[0 1]
[0.6420626  0.35793743]		[1 0]
[0.70997447 0.29002553]		[0 1]
[0.76474184 0.23525818]		[1 0]
[0.47931886 0.52068114]		[1 0]
[0.76458627 0.23541366]		[0 1]
[0.32647845 0.6735216 ]		[0 1]
[0.15450737 0.84549266]		[0 1]
[0.8573483  0.14265169]		[1 0]
[0.4310748 0.5689252]		[1 0]
[0.80170995 0.19829005]		[1 0]
[0.33932772 0.6606722 ]		[1 0]
[0.93798774 0.06201231]		[1 0]
[0.32440704 0.67559296]		[0 1]
[0.06048865 0.9395113 ]		[0 1]
[0.23027213 0.7697278 ]		[0 1]
[0.4123186 0.5876814]		[0 1]
[0.2153908  0.78460926]		[0 1]
[0.325836   0.67416394]		[0 1]
[0.72091025 0.27908978]		[1 0]
[0.56993014 0.43006986]		[0 1]
[0.63926655 0.36073348]		[0 1]
[0.5314043  0.46859565]		[0 1]
[0.58768874 0.41231126]		[1 0]
[0.09095513 0.90904486]		[0 1]
[0.34679633 0.6532037 ]		[0 1]
[0.5657568  0.43424326]		[1 0]
[0.77500945 0.22499047]		[1 0]
[0.3373083 0.6626918]		[1 0]
[0.9380687  0.06193134]		[1 0]
[0.26370558 0.7362944 ]		[0 1]
[0.2797217 0.7202782]		[0 1]
[0.2556165 0.7443835]		[0 1]
[0.7401082  0.25989187]		[0 1]
[0.72146404 0.278536  ]		[1 0]
[0.69202644 0.3079736 ]		[1 0]
[0.43167523 0.5683247 ]		[0 1]
[0.86263806 0.137362  ]		[1 0]
[0.6780302 0.3219698]		[0 1]
[0.7903388  0.20966119]		[0 1]
[0.6379887 0.3620113]		[1 0]
[0.21954356 0.7804564 ]		[0 1]
[0.4284192 0.5715807]		[0 1]
[0.8704519  0.12954812]		[0 1]
[0.85515547 0.1448445 ]		[0 1]
[0.50394136 0.4960586 ]		[1 0]
[0.6823609  0.31763917]		[1 0]
[0.925596   0.07440398]		[1 0]
[0.57410586 0.42589414]		[0 1]
[0.8534106  0.14658938]		[1 0]
[0.74114287 0.25885707]		[0 1]
[0.23077649 0.76922345]		[0 1]
[0.93713903 0.06286091]		[1 0]
[0.5198716 0.4801284]		[1 0]
[0.92625743 0.07374255]		[1 0]
[0.3574703  0.64252967]		[1 0]
[0.678199 0.321801]		[1 0]
[0.81176347 0.18823649]		[1 0]
[0.05645322 0.9435468 ]		[0 1]
[0.21909946 0.7809005 ]		[0 1]
[0.2709569  0.72904307]		[1 0]
[0.21835679 0.7816432 ]		[0 1]
[0.35832036 0.64167964]		[0 1]
[0.31947196 0.68052804]		[0 1]
[0.7027696  0.29723036]		[1 0]
[0.2594219 0.7405781]		[1 0]
[0.37540135 0.6245986 ]		[0 1]
[0.12942028 0.8705798 ]		[0 1]
[0.929835   0.07016501]		[1 0]
[0.8073086  0.19269143]		[0 1]
[0.68857235 0.31142774]		[1 0]
[0.90864056 0.09135938]		[1 0]
[0.19496307 0.8050369 ]		[1 0]
[0.6516982  0.34830183]		[1 0]
[0.46339908 0.5366009 ]		[1 0]
[0.8172927  0.18270732]		[0 1]
[0.6021103  0.39788973]		[1 0]
[0.38250968 0.61749035]		[1 0]
[0.5876529  0.41234708]		[0 1]
[0.9036674  0.09633264]		[1 0]
[0.5099314  0.49006858]		[1 0]
[0.3768972 0.6231027]		[1 0]
[0.74053967 0.25946036]		[1 0]
[0.22362022 0.77637976]		[0 1]
[0.25644428 0.7435557 ]		[0 1]
[0.4964805 0.5035195]		[1 0]
[0.83776724 0.16223273]		[1 0]
[0.73866016 0.26133984]		[1 0]
[0.9290318  0.07096821]		[1 0]
[0.54424846 0.4557516 ]		[1 0]
[0.36544704 0.63455296]		[0 1]
[0.6540249 0.3459752]		[1 0]
[0.678843   0.32115695]		[0 1]
[0.78735954 0.21264045]		[0 1]
[0.54852843 0.4514716 ]		[1 0]
[0.67547697 0.32452303]		[0 1]
[0.67645544 0.3235446 ]		[1 0]
[0.46444783 0.5355522 ]		[0 1]
[0.4553919 0.5446082]		[0 1]
[0.6361191  0.36388087]		[1 0]
[0.40169096 0.59830904]		[1 0]
[0.57158935 0.42841062]		[1 0]
[0.59608644 0.4039136 ]		[0 1]
[0.3145071 0.6854929]		[1 0]
[0.677992   0.32200798]		[0 1]
[0.22545321 0.7745468 ]		[0 1]
[0.23666735 0.76333266]		[0 1]
[0.78360873 0.21639135]		[0 1]
[0.06876323 0.9312368 ]		[0 1]
[0.49385118 0.50614876]		[1 0]
[0.24654828 0.75345176]		[0 1]
[0.5162684  0.48373166]		[0 1]
[0.60102713 0.39897287]		[1 0]
[0.87626433 0.12373573]		[1 0]
[0.8737121  0.12628785]		[1 0]
[0.49153957 0.50846046]		[0 1]
[0.5279666  0.47203344]		[0 1]
[0.39741862 0.6025814 ]		[1 0]
[0.57238984 0.4276102 ]		[1 0]
[0.18436226 0.8156378 ]		[0 1]
[0.9386422  0.06135781]		[1 0]
[0.66940314 0.33059683]		[1 0]
[0.3741148 0.6258852]		[1 0]
[0.65591013 0.3440899 ]		[1 0]
[0.24425752 0.75574243]		[0 1]
[0.7678619  0.23213807]		[1 0]
[0.734446 0.265554]		[0 1]
[0.49101335 0.50898665]		[1 0]
[0.7147783  0.28522173]		[0 1]
[0.23401858 0.76598144]		[0 1]
[0.8437815  0.15621851]		[1 0]
[0.7729892  0.22701077]		[1 0]
[0.09414013 0.9058598 ]		[0 1]
[0.77539074 0.22460926]		[1 0]
[0.82094955 0.17905045]		[0 1]
[0.632072   0.36792794]		[0 1]
[0.71434313 0.28565684]		[0 1]
[0.40571588 0.5942841 ]		[0 1]
[0.91390604 0.08609401]		[1 0]
[0.52321076 0.47678918]		[1 0]
[0.09801148 0.90198857]		[0 1]
[0.65703243 0.34296754]		[1 0]
[0.578619   0.42138103]		[0 1]
[0.76172334 0.23827663]		[1 0]
[0.3566786  0.64332134]		[1 0]
[0.54407454 0.4559254 ]		[0 1]
[0.40686643 0.59313357]		[0 1]
[0.75459427 0.24540572]		[1 0]
[0.5807644  0.41923556]		[1 0]
[0.4300494  0.56995064]		[1 0]
[0.30881768 0.6911824 ]		[1 0]
[0.4932175 0.5067825]		[1 0]
[0.9283566  0.07164341]		[1 0]
[0.24136046 0.7586395 ]		[0 1]
[0.42117852 0.5788215 ]		[1 0]
[0.10345235 0.8965476 ]		[0 1]
[0.58362997 0.41637   ]		[1 0]
[0.3551138  0.64488614]		[1 0]
[0.64919436 0.3508056 ]		[0 1]
[0.8178571  0.18214293]		[1 0]
[0.06156575 0.9384343 ]		[0 1]
[0.35993567 0.6400643 ]		[0 1]
[0.40017155 0.5998284 ]		[0 1]
[0.53862953 0.46137047]		[1 0]
[0.35303319 0.6469668 ]		[0 1]
[0.3868506 0.6131494]		[0 1]
[0.6865354 0.3134646]		[0 1]
[0.5104983 0.4895017]		[0 1]
[0.07031459 0.9296854 ]		[0 1]
[0.79875106 0.20124899]		[1 0]
[0.71513987 0.2848601 ]		[1 0]
[0.60133165 0.39866835]		[1 0]
[0.28398716 0.71601284]		[1 0]
[0.43139634 0.5686037 ]		[0 1]
[0.9087415  0.09125856]		[1 0]
[0.32946223 0.6705377 ]		[1 0]
[0.43382743 0.5661726 ]		[0 1]
[0.8503266  0.14967336]		[0 1]
[0.77966213 0.2203379 ]		[1 0]
[0.06288732 0.9371126 ]		[0 1]
[0.8172989  0.18270108]		[1 0]
[0.38606265 0.6139374 ]		[1 0]
[0.28904673 0.7109533 ]		[0 1]
[0.33772534 0.66227466]		[0 1]
[0.9001859  0.09981412]		[1 0]
[0.2509607 0.7490393]		[0 1]
[0.26863152 0.7313685 ]		[0 1]
[0.824652   0.17534792]		[1 0]
[0.0637169 0.9362831]		[0 1]
[0.32262847 0.67737156]		[0 1]
[0.9353661  0.06463396]		[1 0]
[0.5000859  0.49991408]		[1 0]
[0.59311736 0.40688267]		[1 0]
[0.5544721  0.44552797]		[1 0]
[0.47155824 0.52844185]		[0 1]
[0.31441033 0.6855896 ]		[0 1]
[0.7110915  0.28890848]		[1 0]
[0.3723283  0.62767166]		[0 1]
[0.5862798 0.4137202]		[0 1]
[0.26799953 0.73200047]		[0 1]
[0.7471324  0.25286755]		[1 0]
[0.11905681 0.8809432 ]		[0 1]
[0.86395437 0.13604563]		[1 0]
[0.26706547 0.73293453]		[0 1]
[0.9142986  0.08570139]		[1 0]
[0.10286339 0.8971366 ]		[0 1]
[0.34866825 0.6513317 ]		[1 0]
[0.64461595 0.35538402]		[1 0]
[0.8595685  0.14043151]		[1 0]
[0.9168304  0.08316958]		[1 0]
[0.45700508 0.5429949 ]		[0 1]
[0.20773101 0.792269  ]		[0 1]
[0.56529117 0.4347088 ]		[1 0]
[0.43898737 0.56101257]		[1 0]
[0.7593829  0.24061717]		[1 0]
[0.66812706 0.3318729 ]		[1 0]
[0.80821353 0.19178653]		[1 0]
[0.08892615 0.91107386]		[0 1]
[0.5015582  0.49844185]		[1 0]
[0.2428802 0.7571198]		[1 0]
[0.5911474  0.40885258]		[1 0]
[0.78891677 0.2110832 ]		[1 0]
[0.5884553 0.4115447]		[1 0]
[0.06241693 0.937583  ]		[0 1]
[0.4480983 0.5519017]		[0 1]
[0.24805592 0.75194407]		[1 0]
[0.7500363  0.24996364]		[1 0]
[0.2422695 0.7577304]		[0 1]
[0.5178625  0.48213744]		[0 1]
[0.26836878 0.73163116]		[0 1]
[0.8102853  0.18971476]		[1 0]
[0.6915437  0.30845633]		[1 0]
[0.3940098 0.6059902]		[0 1]
[0.53888476 0.46111527]		[0 1]
[0.32810146 0.67189854]		[1 0]
[0.5418998  0.45810023]		[0 1]
[0.6324479 0.3675521]		[1 0]
[0.71345985 0.28654018]		[1 0]
[0.49748528 0.5025147 ]		[1 0]
[0.74992967 0.25007036]		[1 0]
[0.67711985 0.32288018]		[1 0]
[0.37741482 0.6225852 ]		[0 1]
[0.46797055 0.5320295 ]		[1 0]
[0.3658398 0.6341602]		[0 1]
[0.70321363 0.29678634]		[1 0]
[0.40067646 0.5993235 ]		[0 1]
[0.63545966 0.36454037]		[1 0]
[0.1172509  0.88274914]		[0 1]
[0.3237571 0.6762429]		[1 0]
[0.24786203 0.75213796]		[0 1]
[0.4380903  0.56190974]		[1 0]
[0.5615519  0.43844798]		[1 0]
[0.14654395 0.853456  ]		[0 1]
[0.2726784 0.7273215]		[1 0]
[0.45156008 0.5484399 ]		[1 0]
[0.93514127 0.0648587 ]		[1 0]
[0.3570369  0.64296305]		[0 1]
[0.14194809 0.8580519 ]		[0 1]
[0.26883653 0.7311635 ]		[0 1]
[0.10949121 0.8905088 ]		[0 1]
[0.20912074 0.79087925]		[0 1]
[0.11543062 0.8845694 ]		[0 1]
[0.35785386 0.6421461 ]		[0 1]
[0.80935776 0.19064225]		[0 1]
[0.32573986 0.67426014]		[0 1]
[0.5114524  0.48854756]		[1 0]
[0.93367296 0.06632705]		[1 0]
[0.38346466 0.6165353 ]		[0 1]
[0.4318606  0.56813943]		[1 0]
[0.6027841 0.3972159]		[0 1]
[0.30959114 0.6904088 ]		[1 0]
[0.7999533  0.20004673]		[1 0]
[0.87678087 0.12321915]		[1 0]
[0.6986073  0.30139264]		[1 0]
[0.7992503  0.20074973]		[0 1]
[0.48282567 0.5171743 ]		[1 0]
[0.59970015 0.40029988]		[1 0]
[0.56449306 0.43550694]		[1 0]
[0.43628237 0.56371766]		[0 1]
[0.6101934  0.38980666]		[0 1]
[0.43509924 0.5649007 ]		[1 0]
[0.24996834 0.7500317 ]		[0 1]
[0.5841146  0.41588536]		[0 1]
[0.17572892 0.82427114]		[0 1]
[0.7939086  0.20609139]		[0 1]
[0.3362233 0.6637767]		[1 0]
[0.2101396  0.78986037]		[0 1]
[0.60212994 0.3978701 ]		[1 0]
[0.35484895 0.645151  ]		[0 1]
[0.09714321 0.9028568 ]		[0 1]
[0.48430064 0.5156993 ]		[1 0]
[0.24309225 0.75690776]		[1 0]
[0.93820894 0.06179107]		[1 0]
[0.5335157 0.4664843]		[0 1]
[0.9193971  0.08060286]		[1 0]
[0.808364   0.19163606]		[1 0]
[0.07101168 0.9289884 ]		[0 1]
[0.66770697 0.3322931 ]		[1 0]
[0.81601846 0.18398146]		[1 0]
[0.83426934 0.16573064]		[1 0]
[0.84706974 0.15293024]		[1 0]
[0.40456972 0.59543025]		[0 1]
[0.41759056 0.5824094 ]		[1 0]
[0.75557214 0.24442793]		[1 0]
[0.87388754 0.12611245]		[1 0]
[0.46713206 0.5328679 ]		[0 1]
[0.34165972 0.65834033]		[0 1]
[0.26823786 0.7317622 ]		[1 0]
[0.53353953 0.46646056]		[0 1]
[0.46354187 0.53645813]		[0 1]
[0.9364059  0.06359406]		[1 0]
[0.23819518 0.7618049 ]		[0 1]
[0.7718546  0.22814547]		[1 0]
[0.18054499 0.81945497]		[0 1]
[0.83510906 0.16489092]		[1 0]
[0.58511585 0.4148842 ]		[0 1]
[0.24123769 0.75876236]		[0 1]
[0.82766944 0.17233053]		[1 0]
[0.44810644 0.55189353]		[1 0]
[0.9313487  0.06865131]		[1 0]
[0.6096015  0.39039853]		[1 0]
[0.23850451 0.7614955 ]		[1 0]
[0.4121699  0.58783007]		[1 0]
[0.07066734 0.9293326 ]		[0 1]
[0.1834322 0.8165678]		[0 1]
[0.36249375 0.63750625]		[0 1]
[0.57096773 0.42903224]		[1 0]
[0.876229   0.12377101]		[1 0]
[0.60439366 0.3956063 ]		[1 0]
[0.8196501  0.18034995]		[1 0]
[0.39235944 0.60764056]		[1 0]
[0.15749283 0.8425072 ]		[1 0]
[0.6521472  0.34785283]		[1 0]
[0.8613557  0.13864426]		[1 0]
[0.82902336 0.17097667]		[1 0]
[0.48236644 0.5176336 ]		[0 1]
[0.82977855 0.17022146]		[1 0]
[0.92081994 0.07918008]		[1 0]
[0.36033875 0.6396612 ]		[0 1]
[0.33626106 0.66373885]		[1 0]
[0.16706577 0.8329342 ]		[0 1]
[0.77390236 0.22609766]		[1 0]
[0.68929416 0.3107058 ]		[1 0]
[0.13636346 0.86363655]		[0 1]
[0.8025587  0.19744122]		[1 0]
[0.08403833 0.9159617 ]		[0 1]
[0.2746095 0.7253905]		[0 1]
[0.35905588 0.6409441 ]		[0 1]
[0.9023515  0.09764844]		[0 1]
[0.4951592  0.50484085]		[0 1]
[0.3711942  0.62880576]		[0 1]
[0.56233394 0.4376661 ]		[1 0]
[0.82363963 0.17636041]		[1 0]
[0.7197593 0.2802407]		[0 1]
[0.36116248 0.6388376 ]		[0 1]
[0.8619628  0.13803728]		[1 0]
[0.3727678 0.6272322]		[1 0]
[0.26358765 0.7364123 ]		[0 1]
[0.2848317 0.7151683]		[0 1]
[0.8008473  0.19915274]		[1 0]
[0.30002865 0.6999714 ]		[0 1]
[0.9249686  0.07503139]		[1 0]
[0.3634758  0.63652426]		[1 0]
[0.5806814  0.41931862]		[0 1]
[0.44704172 0.55295825]		[1 0]
[0.4525704 0.5474296]		[1 0]
[0.7283457 0.2716543]		[1 0]
[0.733101   0.26689896]		[1 0]
[0.2083344 0.7916657]		[0 1]
[0.6752987  0.32470134]		[1 0]
[0.18476996 0.8152301 ]		[0 1]
[0.607551   0.39244905]		[1 0]
[0.6951925  0.30480748]		[0 1]
[0.3724937  0.62750626]		[0 1]
[0.47346103 0.52653897]		[0 1]
[0.8520358 0.1479642]		[1 0]
[0.65906024 0.34093973]		[1 0]
[0.7670506 0.2329494]		[0 1]
[0.86654735 0.1334527 ]		[1 0]
[0.4758714 0.5241286]		[1 0]
[0.3207844 0.6792156]		[0 1]
[0.25132963 0.7486704 ]		[0 1]
[0.6805089  0.31949112]		[1 0]
[0.3492122  0.65078783]		[0 1]
[0.05673654 0.9432635 ]		[0 1]
[0.17530629 0.82469374]		[0 1]
[0.2273778 0.7726222]		[0 1]
[0.6890568 0.3109432]		[0 1]
[0.93278635 0.06721371]		[1 0]
[0.08343066 0.9165694 ]		[0 1]
[0.29977882 0.7002211 ]		[0 1]
[0.87894225 0.12105778]		[1 0]
[0.39382827 0.6061717 ]		[0 1]
[0.379846 0.620154]		[0 1]
[0.06532893 0.93467116]		[0 1]
[0.7248565 0.2751435]		[1 0]
[0.71040714 0.28959292]		[1 0]
[0.52445024 0.47554973]		[0 1]
[0.4609886  0.53901136]		[0 1]
[0.38820064 0.61179936]		[0 1]
[0.8200365  0.17996353]		[1 0]
[0.6751177  0.32488233]		[1 0]
[0.896439   0.10356101]		[1 0]
[0.41990042 0.5800996 ]		[0 1]
[0.6914395  0.30856043]		[1 0]
[0.7126992  0.28730083]		[1 0]
[0.87203467 0.12796533]		[1 0]
[0.65886563 0.34113437]		[1 0]
[0.51617557 0.4838244 ]		[1 0]
[0.64210486 0.35789517]		[1 0]
[0.68156856 0.31843147]		[0 1]
[0.772472 0.227528]		[1 0]
[0.06124129 0.93875873]		[0 1]
[0.40804443 0.5919556 ]		[0 1]
[0.12082766 0.8791723 ]		[0 1]
[0.3980096 0.6019904]		[0 1]
[0.5980529  0.40194714]		[0 1]
[0.15512566 0.84487426]		[1 0]
[0.23048788 0.7695121 ]		[0 1]
[0.2830836 0.7169164]		[0 1]
[0.53421366 0.46578634]		[0 1]
[0.24663791 0.75336206]		[1 0]
[0.6211528  0.37884718]		[0 1]
[0.05858393 0.941416  ]		[0 1]
[0.5533881 0.4466119]		[0 1]
[0.59810156 0.40189835]		[0 1]
[0.5370669  0.46293306]		[1 0]
[0.7159011  0.28409898]		[0 1]
[0.27281857 0.72718143]		[0 1]
[0.57129115 0.42870888]		[1 0]
[0.8877155 0.1122845]		[1 0]
[0.08059283 0.9194072 ]		[0 1]
[0.05948353 0.94051653]		[0 1]
[0.7215246  0.27847546]		[1 0]
[0.5470419 0.4529581]		[1 0]
[0.7933681 0.2066319]		[1 0]
[0.68431324 0.31568673]		[1 0]
[0.8766639  0.12333607]		[1 0]
[0.32928473 0.6707153 ]		[0 1]
[0.7108672  0.28913277]		[1 0]
[0.25109494 0.748905  ]		[0 1]
[0.7893842  0.21061583]		[1 0]
[0.6567476  0.34325245]		[1 0]
[0.9381464 0.0618536]		[1 0]
[0.58672285 0.4132771 ]		[0 1]
[0.6969782 0.3030218]		[1 0]
[0.5238946  0.47610533]		[1 0]
[0.3174042 0.6825958]		[0 1]
[0.544202   0.45579788]		[1 0]
[0.2831708  0.71682924]		[0 1]
[0.13028917 0.86971086]		[0 1]
[0.9173779 0.0826221]		[1 0]
[0.66374964 0.33625036]		[1 0]
[0.4042127  0.59578735]		[0 1]
[0.6802932  0.31970677]		[1 0]
[0.7457437 0.2542563]		[1 0]
[0.4267804 0.5732196]		[0 1]
[0.31135508 0.6886449 ]		[0 1]
[0.32811713 0.67188287]		[1 0]
[0.7892917  0.21070829]		[1 0]
[0.23542242 0.76457757]		[1 0]
[0.5243289  0.47567108]		[1 0]
[0.56046945 0.43953055]		[0 1]
[0.54029083 0.45970914]		[0 1]
[0.35608065 0.64391935]		[0 1]
[0.7087081 0.2912919]		[1 0]
[0.9375794  0.06242061]		[1 0]
[0.32238647 0.67761344]		[0 1]
[0.13326511 0.8667349 ]		[0 1]
[0.79966664 0.20033331]		[1 0]
[0.84678376 0.15321624]		[0 1]
[0.63250625 0.36749378]		[1 0]
[0.54866564 0.45133436]		[1 0]
[0.75411147 0.24588846]		[1 0]
[0.6174209  0.38257906]		[1 0]
[0.5879106 0.4120894]		[1 0]
[0.90765506 0.09234499]		[1 0]
[0.49325302 0.50674695]		[1 0]
[0.43309855 0.56690145]		[0 1]
[0.8625291  0.13747083]		[1 0]
[0.27306893 0.72693104]		[0 1]
[0.4396438 0.5603562]		[1 0]
[0.18784842 0.81215155]		[0 1]
[0.5493954  0.45060465]		[0 1]
[0.73577434 0.26422566]		[0 1]
