PREDICTED		ACTUAL
[0.36473748 0.6352625 ]		[0 1]
[0.79089844 0.20910157]		[1 0]
[0.33867884 0.66132116]		[0 1]
[0.09347665 0.90652335]		[0 1]
[0.69109994 0.30890006]		[1 0]
[0.8290752  0.17092478]		[1 0]
[0.9225934  0.07740653]		[1 0]
[0.5135423  0.48645762]		[1 0]
[0.7678663  0.23213361]		[1 0]
[0.7841948  0.21580519]		[1 0]
[0.56905174 0.43094826]		[0 1]
[0.8000813  0.19991861]		[1 0]
[0.8431426  0.15685734]		[1 0]
[0.7796339  0.22036612]		[1 0]
[0.84344435 0.1565557 ]		[1 0]
[0.44431353 0.5556865 ]		[1 0]
[0.27217776 0.7278222 ]		[1 0]
[0.15233484 0.84766513]		[0 1]
[0.9343209  0.06567913]		[1 0]
[0.5384449 0.4615551]		[0 1]
[0.8673323  0.13266772]		[1 0]
[0.34668168 0.65331835]		[0 1]
[0.38095233 0.61904764]		[0 1]
[0.5685214  0.43147862]		[1 0]
[0.05594649 0.9440535 ]		[0 1]
[0.8455479  0.15445207]		[1 0]
[0.07113265 0.9288673 ]		[0 1]
[0.6891316 0.3108684]		[0 1]
[0.8695361  0.13046393]		[1 0]
[0.900248 0.099752]		[1 0]
[0.9272908 0.0727092]		[1 0]
[0.24246518 0.7575348 ]		[0 1]
[0.5783356  0.42166448]		[1 0]
[0.20452482 0.7954752 ]		[0 1]
[0.4512615  0.54873854]		[1 0]
[0.1902375 0.8097625]		[0 1]
[0.31424442 0.68575555]		[0 1]
[0.6856273  0.31437275]		[1 0]
[0.7587816  0.24121833]		[1 0]
[0.43591037 0.5640896 ]		[1 0]
[0.83388764 0.16611233]		[1 0]
[0.08434539 0.91565466]		[0 1]
[0.5042012 0.4957988]		[0 1]
[0.10306784 0.8969321 ]		[0 1]
[0.73368037 0.26631957]		[0 1]
[0.18716553 0.8128345 ]		[1 0]
[0.11653077 0.88346916]		[0 1]
[0.7113813  0.28861868]		[1 0]
[0.3684441  0.63155586]		[0 1]
[0.03399821 0.9660018 ]		[0 1]
[0.09542937 0.90457064]		[0 1]
[0.9296179  0.07038212]		[1 0]
[0.71980137 0.28019866]		[1 0]
[0.592346   0.40765402]		[1 0]
[0.51368475 0.48631525]		[0 1]
[0.13700107 0.8629989 ]		[0 1]
[0.48134035 0.51865965]		[0 1]
[0.43981218 0.56018776]		[1 0]
[0.5575418  0.44245815]		[1 0]
[0.38740557 0.6125944 ]		[0 1]
[0.93797785 0.06202214]		[1 0]
[0.26621413 0.7337858 ]		[1 0]
[0.13982393 0.860176  ]		[0 1]
[0.6473483 0.3526518]		[1 0]
[0.22970751 0.7702925 ]		[0 1]
[0.5089707 0.4910293]		[0 1]
[0.19875738 0.8012426 ]		[1 0]
[0.08751307 0.9124869 ]		[0 1]
[0.64582986 0.35417008]		[1 0]
[0.2924801 0.7075199]		[0 1]
[0.38118887 0.6188111 ]		[1 0]
[0.8557079  0.14429213]		[1 0]
[0.336333 0.663667]		[0 1]
[0.5260133  0.47398663]		[0 1]
[0.01422868 0.9857713 ]		[0 1]
[0.05499699 0.945003  ]		[0 1]
[0.23388648 0.7661136 ]		[1 0]
[0.6558645  0.34413555]		[0 1]
[0.52780956 0.4721905 ]		[0 1]
[0.37855598 0.621444  ]		[1 0]
[0.9626355  0.03736454]		[1 0]
[0.500676   0.49932405]		[0 1]
[0.70110923 0.2988908 ]		[0 1]
[0.12929977 0.87070024]		[0 1]
[0.12439693 0.875603  ]		[0 1]
[0.88112587 0.11887419]		[1 0]
[0.5860371  0.41396284]		[0 1]
[0.22733837 0.7726616 ]		[1 0]
[0.46515483 0.5348451 ]		[1 0]
[0.4124929 0.5875071]		[0 1]
[0.6440181  0.35598186]		[0 1]
[0.6221586 0.3778414]		[0 1]
[0.5076407  0.49235928]		[0 1]
[0.24883483 0.7511652 ]		[0 1]
[0.37030366 0.6296963 ]		[0 1]
[0.48537818 0.51462185]		[0 1]
[0.6578806 0.3421194]		[0 1]
[0.98336685 0.01663312]		[1 0]
[0.4085037  0.59149635]		[0 1]
[0.6018648 0.3981351]		[1 0]
[0.6702317 0.3297683]		[1 0]
[0.17246367 0.8275363 ]		[0 1]
[0.17647007 0.82352996]		[0 1]
[0.39642867 0.6035713 ]		[1 0]
[0.9417997  0.05820028]		[1 0]
[0.33903047 0.66096944]		[0 1]
[0.9081854  0.09181456]		[1 0]
[0.21490553 0.78509444]		[1 0]
[0.97117424 0.02882574]		[1 0]
[0.6836925  0.31630746]		[1 0]
[0.6479898  0.35201022]		[0 1]
[0.18190904 0.8180909 ]		[0 1]
[0.540516   0.45948398]		[0 1]
[0.8399088  0.16009127]		[1 0]
[0.05112827 0.94887173]		[0 1]
[0.23388295 0.76611704]		[1 0]
[0.45701295 0.54298705]		[1 0]
[0.80645037 0.19354965]		[1 0]
[0.4383057 0.5616943]		[0 1]
[0.04548145 0.95451856]		[0 1]
[0.7848583  0.21514165]		[0 1]
[0.16365428 0.83634573]		[1 0]
[0.7833852  0.21661478]		[1 0]
[0.49822786 0.50177217]		[1 0]
[0.42976335 0.5702366 ]		[1 0]
[0.48928365 0.51071644]		[1 0]
[0.04136182 0.95863825]		[0 1]
[0.6994463  0.30055368]		[1 0]
[0.6271693 0.3728307]		[1 0]
[0.43120548 0.56879455]		[0 1]
[0.09839064 0.90160936]		[0 1]
[0.35923165 0.64076835]		[0 1]
[0.33430967 0.66569036]		[0 1]
[0.8626361  0.13736396]		[1 0]
[0.3062737  0.69372624]		[0 1]
[0.27311382 0.72688615]		[0 1]
[0.6768969  0.32310304]		[1 0]
[0.86434853 0.13565141]		[1 0]
[0.4129226 0.5870774]		[0 1]
[0.8918495  0.10815055]		[1 0]
[0.7969713 0.2030287]		[1 0]
[0.07494407 0.9250559 ]		[0 1]
[0.91870034 0.08129963]		[1 0]
[0.5822239 0.4177761]		[0 1]
[0.50382966 0.49617028]		[1 0]
[0.06341274 0.9365872 ]		[0 1]
[0.04767194 0.952328  ]		[1 0]
[0.02013885 0.97986114]		[0 1]
[0.72483414 0.27516583]		[1 0]
[0.07960072 0.92039925]		[0 1]
[0.09204797 0.9079521 ]		[0 1]
[0.69131213 0.30868784]		[1 0]
[0.86662537 0.13337457]		[1 0]
[0.6145825  0.38541752]		[1 0]
[0.711582   0.28841808]		[1 0]
[0.8611167  0.13888325]		[1 0]
[0.03439407 0.965606  ]		[0 1]
[0.6339734 0.3660266]		[1 0]
[0.33381572 0.66618425]		[1 0]
[0.7643848  0.23561524]		[1 0]
[0.9902955  0.00970454]		[1 0]
[0.5828509  0.41714916]		[1 0]
[0.7796023  0.22039765]		[1 0]
[0.72813535 0.27186462]		[1 0]
[0.3370425 0.6629575]		[0 1]
[0.41435686 0.58564323]		[0 1]
[0.47120237 0.52879757]		[0 1]
[0.3275937 0.6724063]		[0 1]
[0.5872195  0.41278055]		[0 1]
[0.94474775 0.0552522 ]		[1 0]
[0.640952 0.359048]		[1 0]
[0.76607496 0.23392506]		[1 0]
[0.52878636 0.47121355]		[0 1]
[0.15512891 0.84487104]		[0 1]
[0.04394913 0.9560508 ]		[0 1]
[0.48827174 0.5117283 ]		[0 1]
[0.10278101 0.897219  ]		[1 0]
[0.6136318  0.38636816]		[0 1]
[0.600741   0.39925906]		[1 0]
[0.9591239 0.0408761]		[1 0]
[0.8804861  0.11951395]		[1 0]
[0.15218194 0.8478181 ]		[0 1]
[0.7012932 0.2987068]		[1 0]
[0.31283936 0.6871606 ]		[1 0]
[0.47664997 0.5233501 ]		[0 1]
[0.92360437 0.07639564]		[1 0]
[0.80967605 0.19032401]		[1 0]
[0.13745363 0.8625463 ]		[0 1]
[0.6221038  0.37789622]		[1 0]
[0.4668072 0.5331929]		[0 1]
[0.74114484 0.2588552 ]		[1 0]
[0.8962093  0.10379066]		[1 0]
[0.6819644 0.3180356]		[1 0]
[0.8142109  0.18578912]		[1 0]
[0.78599197 0.21400805]		[1 0]
[0.16986685 0.8301332 ]		[0 1]
[0.6627785  0.33722147]		[1 0]
[0.10034466 0.89965534]		[0 1]
[0.6841049  0.31589508]		[0 1]
[0.2496213  0.75037867]		[0 1]
[0.90116376 0.09883628]		[1 0]
[0.48457947 0.5154205 ]		[1 0]
[0.23649217 0.76350784]		[0 1]
[0.58769435 0.41230562]		[1 0]
[0.39397588 0.6060241 ]		[1 0]
[0.64840496 0.351595  ]		[0 1]
[0.42524427 0.5747558 ]		[0 1]
[0.6629959 0.3370042]		[0 1]
[0.59483147 0.4051685 ]		[1 0]
[0.11658727 0.8834127 ]		[0 1]
[0.14057676 0.8594233 ]		[0 1]
[0.8317995  0.16820057]		[1 0]
[0.9503731  0.04962683]		[1 0]
[0.36859983 0.63140017]		[1 0]
[0.7292031  0.27079687]		[1 0]
[0.86590385 0.13409616]		[1 0]
[0.40874782 0.5912522 ]		[1 0]
[0.41358536 0.5864147 ]		[1 0]
[0.788705   0.21129505]		[1 0]
[0.24891098 0.751089  ]		[0 1]
[0.90758926 0.09241069]		[1 0]
[0.2960361 0.7039639]		[0 1]
[0.5974703  0.40252972]		[1 0]
[0.749952 0.250048]		[1 0]
[0.87126994 0.12873003]		[0 1]
[0.08040865 0.91959137]		[0 1]
[0.23577838 0.76422155]		[0 1]
[0.44029278 0.5597072 ]		[1 0]
[0.13937074 0.8606292 ]		[0 1]
[0.19046655 0.8095334 ]		[0 1]
[0.85889065 0.1411094 ]		[1 0]
[0.62901944 0.3709806 ]		[1 0]
[0.7291912  0.27080882]		[0 1]
[0.45623836 0.5437617 ]		[0 1]
[0.44796202 0.55203795]		[0 1]
[0.3257981 0.6742019]		[0 1]
[0.6408323  0.35916767]		[1 0]
[0.4136607 0.5863393]		[0 1]
[0.39827323 0.6017268 ]		[1 0]
[0.3124984 0.6875016]		[0 1]
[0.26557752 0.73442245]		[0 1]
[0.8681512  0.13184877]		[1 0]
[0.80088836 0.19911167]		[1 0]
[0.16082224 0.8391777 ]		[0 1]
[0.6498401  0.35015985]		[1 0]
[0.0923313 0.9076687]		[0 1]
[0.9520636 0.0479364]		[0 1]
[0.5230956  0.47690436]		[1 0]
[0.13943571 0.8605643 ]		[0 1]
[0.7849777  0.21502234]		[1 0]
[0.34070274 0.6592972 ]		[1 0]
[0.81564075 0.18435927]		[1 0]
[0.2961398 0.7038602]		[0 1]
[0.66757023 0.3324298 ]		[0 1]
[0.7058031 0.2941969]		[0 1]
[0.428675 0.571325]		[0 1]
[0.8657308  0.13426915]		[1 0]
[0.5045682  0.49543178]		[0 1]
[0.04872662 0.9512733 ]		[0 1]
[0.27873927 0.72126067]		[1 0]
[0.36455736 0.6354427 ]		[0 1]
[0.92857105 0.07142889]		[1 0]
[0.54448 0.45552]		[1 0]
[0.13773412 0.8622659 ]		[0 1]
[0.91806895 0.08193103]		[1 0]
[0.8788799  0.12112015]		[1 0]
[0.175025 0.824975]		[0 1]
[0.15617375 0.84382623]		[1 0]
[0.602177   0.39782292]		[0 1]
[0.60217184 0.39782816]		[1 0]
[0.4290605 0.5709395]		[1 0]
[0.63253134 0.3674686 ]		[0 1]
[0.3302644 0.6697356]		[0 1]
[0.11756694 0.88243306]		[0 1]
[0.46268606 0.537314  ]		[1 0]
[0.5299239  0.47007608]		[0 1]
[0.20371445 0.79628557]		[1 0]
[0.08071302 0.919287  ]		[0 1]
[0.01496785 0.9850322 ]		[0 1]
[0.9844769  0.01552309]		[1 0]
[0.2358037 0.7641963]		[0 1]
[0.1522983  0.84770167]		[0 1]
[0.37858307 0.6214169 ]		[1 0]
[0.31534973 0.6846503 ]		[1 0]
[0.60492855 0.39507145]		[0 1]
[0.7442575  0.25574252]		[0 1]
[0.77795446 0.22204554]		[0 1]
[0.32201812 0.6779819 ]		[0 1]
[0.21748143 0.7825186 ]		[0 1]
[0.76851815 0.23148182]		[1 0]
[0.62465376 0.3753462 ]		[1 0]
[0.5904373  0.40956268]		[1 0]
[0.2620596  0.73794043]		[0 1]
[0.88230544 0.11769456]		[1 0]
[0.12752387 0.8724761 ]		[0 1]
[0.3264809  0.67351913]		[0 1]
[0.27404854 0.72595155]		[0 1]
[0.45180655 0.54819345]		[0 1]
[0.6239219 0.3760781]		[1 0]
[0.34347123 0.6565288 ]		[1 0]
[0.67494196 0.32505798]		[1 0]
[0.2987491 0.701251 ]		[0 1]
[0.7840884  0.21591161]		[1 0]
[0.30619022 0.6938098 ]		[0 1]
[0.06537949 0.9346205 ]		[0 1]
[0.330055 0.669945]		[0 1]
[0.27321705 0.72678304]		[1 0]
[0.32257658 0.6774234 ]		[0 1]
[0.3915436  0.60845643]		[1 0]
[0.16876295 0.831237  ]		[0 1]
[0.09924735 0.90075266]		[0 1]
[0.4787763  0.52122366]		[1 0]
[0.10339558 0.8966045 ]		[0 1]
[0.8890236 0.1109764]		[0 1]
[0.30801958 0.6919804 ]		[0 1]
[0.86385363 0.13614638]		[1 0]
[0.8753041  0.12469597]		[1 0]
[0.88293797 0.11706211]		[1 0]
[0.20567311 0.79432684]		[0 1]
[0.29316074 0.70683926]		[1 0]
[0.5415909  0.45840907]		[1 0]
[0.36358222 0.6364178 ]		[1 0]
[0.30836064 0.69163936]		[0 1]
[0.92712885 0.0728712 ]		[1 0]
[0.9340782  0.06592182]		[1 0]
[0.14918508 0.85081494]		[0 1]
[0.5862096  0.41379043]		[1 0]
[0.04206988 0.9579302 ]		[0 1]
[0.07878654 0.9212134 ]		[0 1]
[0.3926476 0.6073524]		[1 0]
[0.17120902 0.82879096]		[0 1]
[0.64954484 0.3504551 ]		[1 0]
[0.2352784 0.7647216]		[0 1]
[0.61897576 0.3810242 ]		[0 1]
[0.2853295 0.7146705]		[0 1]
[0.8403842  0.15961586]		[1 0]
[0.6748774  0.32512257]		[1 0]
[0.53471506 0.46528488]		[0 1]
[0.3594031  0.64059687]		[0 1]
[0.24608876 0.75391126]		[1 0]
[0.51943445 0.48056552]		[1 0]
[0.7366366  0.26336348]		[0 1]
[0.6419578  0.35804218]		[1 0]
[0.17170806 0.82829195]		[1 0]
[0.8616544  0.13834555]		[1 0]
[0.21096958 0.7890304 ]		[0 1]
[0.13955146 0.8604486 ]		[0 1]
[0.12238545 0.8776145 ]		[0 1]
[0.8463643  0.15363567]		[1 0]
[0.29051298 0.70948696]		[1 0]
[0.66676474 0.33323523]		[1 0]
[0.11153062 0.8884694 ]		[0 1]
[0.1698043 0.8301957]		[0 1]
[0.38228926 0.6177107 ]		[0 1]
[0.3335785  0.66642153]		[0 1]
[0.4642888  0.53571117]		[1 0]
[0.08620253 0.9137975 ]		[0 1]
[0.9252302  0.07476978]		[1 0]
[0.81255776 0.18744223]		[0 1]
[0.52292466 0.47707528]		[0 1]
[0.01065816 0.98934186]		[0 1]
[0.02957014 0.97042984]		[0 1]
[0.926416   0.07358405]		[1 0]
[0.37469807 0.62530196]		[0 1]
[0.31490162 0.6850984 ]		[1 0]
[0.14921166 0.85078835]		[0 1]
[0.5917346  0.40826544]		[0 1]
[0.33636913 0.6636309 ]		[0 1]
[0.3852477  0.61475235]		[0 1]
[0.47777775 0.5222223 ]		[1 0]
[0.9518381  0.04816192]		[1 0]
[0.16190605 0.83809394]		[0 1]
[0.9191588  0.08084119]		[1 0]
[0.4291751  0.57082486]		[0 1]
[0.48987144 0.51012856]		[1 0]
[0.27052805 0.729472  ]		[0 1]
[0.6015753  0.39842466]		[1 0]
[0.5393309 0.4606691]		[1 0]
[0.7123922  0.28760773]		[1 0]
[0.7186961  0.28130385]		[1 0]
[0.6864701  0.31352997]		[0 1]
[0.91177917 0.08822084]		[1 0]
[0.4652493 0.5347507]		[1 0]
[0.2106686 0.7893314]		[0 1]
[0.80929786 0.19070216]		[1 0]
[0.55158454 0.4484155 ]		[0 1]
[0.7949426 0.2050574]		[1 0]
[0.6839426 0.3160574]		[1 0]
[0.57544756 0.42455244]		[0 1]
[0.30588445 0.6941155 ]		[0 1]
[0.22039518 0.77960485]		[0 1]
[0.9309718 0.0690282]		[1 0]
[0.6438494  0.35615063]		[1 0]
[0.84265697 0.157343  ]		[1 0]
[0.392036  0.6079641]		[1 0]
[0.9696955  0.03030447]		[1 0]
[0.40475297 0.59524703]		[0 1]
[0.08675473 0.91324526]		[0 1]
[0.15347908 0.84652096]		[0 1]
[0.24968457 0.7503155 ]		[0 1]
[0.12041977 0.87958026]		[0 1]
[0.27976084 0.7202392 ]		[0 1]
[0.62147564 0.37852436]		[1 0]
[0.4181884 0.5818116]		[0 1]
[0.5464069  0.45359308]		[0 1]
[0.45474616 0.5452539 ]		[0 1]
[0.52007926 0.4799208 ]		[1 0]
[0.01558314 0.9844169 ]		[0 1]
[0.03966438 0.96033555]		[0 1]
[0.3585271  0.64147294]		[1 0]
[0.6323958 0.3676042]		[1 0]
[0.38374808 0.61625195]		[1 0]
[0.941484 0.058516]		[1 0]
[0.3148011 0.6851989]		[0 1]
[0.31101343 0.68898654]		[0 1]
[0.24370995 0.75629   ]		[0 1]
[0.6516827  0.34831735]		[0 1]
[0.57966125 0.42033878]		[1 0]
[0.58728635 0.41271365]		[1 0]
[0.5931126 0.4068875]		[0 1]
[0.8633146  0.13668542]		[1 0]
[0.5179495  0.48205054]		[0 1]
[0.5455348  0.45446518]		[0 1]
[0.45824784 0.54175216]		[1 0]
[0.18217374 0.8178262 ]		[0 1]
[0.47074422 0.5292558 ]		[0 1]
[0.71101624 0.2889837 ]		[0 1]
[0.8786505  0.12134948]		[0 1]
[0.6682005  0.33179945]		[1 0]
[0.7465007 0.2534993]		[1 0]
[0.95190644 0.04809357]		[1 0]
[0.49831754 0.5016825 ]		[0 1]
[0.7828781  0.21712184]		[1 0]
[0.8672116 0.1327884]		[0 1]
[0.28859037 0.7114096 ]		[0 1]
[0.9480933  0.05190674]		[1 0]
[0.6081755  0.39182448]		[1 0]
[0.68415946 0.3158405 ]		[1 0]
[0.41257074 0.5874293 ]		[1 0]
[0.8750841  0.12491591]		[1 0]
[0.8333291  0.16667093]		[1 0]
[0.01309561 0.9869043 ]		[0 1]
[0.24794923 0.7520508 ]		[0 1]
[0.14329612 0.8567039 ]		[1 0]
[0.17715858 0.8228414 ]		[0 1]
[0.23933814 0.76066184]		[0 1]
[0.31561887 0.68438107]		[0 1]
[0.7162572  0.28374285]		[1 0]
[0.26329765 0.73670226]		[1 0]
[0.11927388 0.8807261 ]		[0 1]
[0.09720921 0.9027907 ]		[0 1]
[0.9550392  0.04496073]		[1 0]
[0.70118344 0.2988166 ]		[0 1]
[0.8067433  0.19325674]		[1 0]
[0.8438211  0.15617888]		[1 0]
[0.09828743 0.9017126 ]		[1 0]
[0.53754926 0.4624507 ]		[1 0]
[0.2885438  0.71145624]		[1 0]
[0.6551043 0.3448957]		[0 1]
[0.3553317 0.6446683]		[1 0]
[0.68065387 0.31934622]		[1 0]
[0.47221366 0.5277864 ]		[0 1]
[0.85306716 0.14693278]		[1 0]
[0.22421375 0.7757863 ]		[1 0]
[0.38830578 0.6116942 ]		[1 0]
[0.84818137 0.15181859]		[1 0]
[0.35818964 0.64181036]		[0 1]
[0.2642278 0.7357722]		[0 1]
[0.47037658 0.52962345]		[1 0]
[0.8197722  0.18022782]		[1 0]
[0.72190416 0.2780958 ]		[1 0]
[0.8528737  0.14712629]		[1 0]
[0.60027117 0.39972886]		[1 0]
[0.09386219 0.9061378 ]		[0 1]
[0.5183273  0.48167273]		[1 0]
[0.6482804 0.3517196]		[0 1]
[0.5704038  0.42959616]		[0 1]
[0.41130784 0.5886922 ]		[1 0]
[0.6593766  0.34062332]		[0 1]
[0.8812894  0.11871056]		[1 0]
[0.3742516  0.62574834]		[0 1]
[0.33548805 0.664512  ]		[0 1]
[0.54539955 0.4546005 ]		[1 0]
[0.2823691  0.71763086]		[1 0]
[0.53107303 0.468927  ]		[1 0]
[0.7073772  0.29262275]		[0 1]
[0.64939374 0.35060626]		[1 0]
[0.775754   0.22424597]		[0 1]
[0.26703158 0.7329684 ]		[0 1]
[0.29796103 0.702039  ]		[0 1]
[0.8204602 0.1795398]		[0 1]
[0.03398292 0.96601707]		[0 1]
[0.26152724 0.7384728 ]		[1 0]
[0.25161344 0.74838656]		[0 1]
[0.6805364  0.31946358]		[0 1]
[0.510157 0.489843]		[1 0]
[0.8407947 0.1592053]		[1 0]
[0.94183356 0.05816646]		[1 0]
[0.32871753 0.67128253]		[0 1]
[0.33745375 0.6625462 ]		[0 1]
[0.6669314 0.3330686]		[1 0]
[0.8003564  0.19964366]		[1 0]
[0.08406565 0.9159344 ]		[0 1]
[0.94516546 0.05483451]		[1 0]
[0.78843814 0.21156183]		[1 0]
[0.54636645 0.45363355]		[1 0]
[0.8611789  0.13882118]		[1 0]
[0.19710939 0.80289066]		[0 1]
[0.7703015  0.22969852]		[1 0]
[0.6393676  0.36063245]		[0 1]
[0.48123518 0.5187648 ]		[1 0]
[0.6955696  0.30443043]		[0 1]
[0.19737604 0.8026239 ]		[0 1]
[0.7150246 0.2849754]		[1 0]
[0.11764773 0.8823523 ]		[1 0]
[0.08499486 0.91500515]		[0 1]
[0.8922008  0.10779916]		[1 0]
[0.37421045 0.6257895 ]		[0 1]
[0.5423338  0.45766622]		[0 1]
[0.704927   0.29507294]		[0 1]
[0.3710822 0.6289178]		[0 1]
[0.96602684 0.03397312]		[1 0]
[0.46212414 0.5378759 ]		[1 0]
[0.13623217 0.8637679 ]		[0 1]
[0.8202948  0.17970514]		[1 0]
[0.2535903 0.7464097]		[0 1]
[0.7679685  0.23203154]		[1 0]
[0.37175396 0.628246  ]		[1 0]
[0.296962 0.703038]		[0 1]
[0.2633234 0.7366765]		[0 1]
[0.7409415  0.25905848]		[1 0]
[0.5094957  0.49050432]		[1 0]
[0.36368012 0.63631994]		[1 0]
[0.36247045 0.6375296 ]		[1 0]
[0.38101643 0.61898357]		[1 0]
[0.94243413 0.05756585]		[1 0]
[0.24527857 0.75472146]		[0 1]
[0.42633528 0.5736647 ]		[1 0]
[0.35086524 0.64913476]		[0 1]
[0.507494   0.49250603]		[1 0]
[0.62289065 0.3771093 ]		[1 0]
[0.5690871  0.43091294]		[0 1]
[0.86146194 0.13853809]		[1 0]
[0.00549572 0.99450433]		[0 1]
[0.21962957 0.7803705 ]		[0 1]
[0.32629067 0.6737094 ]		[0 1]
[0.40101    0.59898996]		[1 0]
[0.35295957 0.64704037]		[0 1]
[0.4023147 0.5976852]		[0 1]
[0.6313467  0.36865327]		[0 1]
[0.6364035 0.3635965]		[0 1]
[0.0611755 0.9388245]		[0 1]
[0.5606199  0.43938005]		[1 0]
[0.69104797 0.30895203]		[1 0]
[0.71539116 0.2846088 ]		[1 0]
[0.44473806 0.55526197]		[1 0]
[0.35653147 0.6434685 ]		[0 1]
[0.8971076  0.10289244]		[1 0]
[0.5085597 0.4914403]		[1 0]
[0.38026288 0.61973715]		[0 1]
[0.8668592  0.13314079]		[0 1]
[0.8965454  0.10345459]		[1 0]
[0.10364018 0.89635974]		[0 1]
[0.84421617 0.15578383]		[1 0]
[0.4831938 0.5168061]		[1 0]
[0.32736227 0.67263776]		[0 1]
[0.15763177 0.84236825]		[0 1]
[0.7813651  0.21863496]		[1 0]
[0.36600834 0.6339916 ]		[0 1]
[0.18511328 0.8148867 ]		[0 1]
[0.8252325  0.17476754]		[1 0]
[0.04035966 0.9596404 ]		[0 1]
[0.27812564 0.72187436]		[0 1]
[0.9712497  0.02875031]		[1 0]
[0.60821396 0.39178604]		[1 0]
[0.7023613  0.29763868]		[1 0]
[0.6173655 0.3826345]		[1 0]
[0.5620794  0.43792054]		[0 1]
[0.22913419 0.7708658 ]		[0 1]
[0.7556281  0.24437186]		[1 0]
[0.14167921 0.85832083]		[0 1]
[0.85699373 0.14300627]		[0 1]
[0.27479208 0.7252079 ]		[0 1]
[0.8278035  0.17219646]		[1 0]
[0.093338 0.906662]		[0 1]
[0.83704823 0.1629517 ]		[1 0]
[0.2744137  0.72558624]		[0 1]
[0.8183039  0.18169619]		[1 0]
[0.10150814 0.8984919 ]		[0 1]
[0.23103851 0.7689614 ]		[1 0]
[0.485656 0.514344]		[1 0]
[0.85670143 0.14329857]		[1 0]
[0.9527598  0.04724018]		[1 0]
[0.5032008 0.4967992]		[0 1]
[0.18993917 0.81006086]		[0 1]
[0.5184568  0.48154318]		[1 0]
[0.6036911  0.39630887]		[1 0]
[0.7624248  0.23757514]		[1 0]
[0.66318476 0.33681527]		[1 0]
[0.8891073  0.11089276]		[1 0]
[0.00792329 0.99207675]		[0 1]
[0.69281286 0.30718714]		[1 0]
[0.19324164 0.80675834]		[1 0]
[0.23761778 0.7623822 ]		[1 0]
[0.9138538  0.08614617]		[1 0]
[0.23597522 0.7640248 ]		[1 0]
[0.01461463 0.98538536]		[0 1]
[0.22963801 0.77036196]		[0 1]
[0.1334438  0.86655617]		[1 0]
[0.7790246  0.22097537]		[1 0]
[0.1166418 0.8833582]		[0 1]
[0.5201451 0.4798549]		[0 1]
[0.18218315 0.8178169 ]		[0 1]
[0.7682093  0.23179072]		[1 0]
[0.8142121  0.18578789]		[1 0]
[0.4557222 0.5442778]		[0 1]
[0.5933467  0.40665326]		[0 1]
[0.37480527 0.6251947 ]		[1 0]
[0.3924015 0.6075985]		[0 1]
[0.5484544  0.45154557]		[1 0]
[0.70289534 0.2971047 ]		[1 0]
[0.34125513 0.6587449 ]		[1 0]
[0.774709   0.22529094]		[1 0]
[0.69473463 0.30526543]		[1 0]
[0.22276954 0.77723044]		[0 1]
[0.70454085 0.29545912]		[1 0]
[0.71137655 0.28862345]		[0 1]
[0.4976988  0.50230116]		[1 0]
[0.34215844 0.6578416 ]		[0 1]
[0.5446212 0.4553788]		[1 0]
[0.05136098 0.94863904]		[0 1]
[0.22894397 0.771056  ]		[1 0]
[0.23986042 0.7601395 ]		[0 1]
[0.42935878 0.5706412 ]		[1 0]
[0.7608076  0.23919243]		[1 0]
[0.07966907 0.9203309 ]		[0 1]
[0.18742013 0.8125799 ]		[1 0]
[0.5288229  0.47117704]		[1 0]
[0.9564946  0.04350536]		[1 0]
[0.22894913 0.7710509 ]		[0 1]
[0.05902617 0.94097376]		[0 1]
[0.23599651 0.7640035 ]		[0 1]
[0.12919901 0.870801  ]		[0 1]
[0.21744269 0.7825573 ]		[0 1]
[0.13782267 0.8621774 ]		[0 1]
[0.18114346 0.81885654]		[0 1]
[0.69656944 0.30343056]		[0 1]
[0.3566628  0.64333725]		[0 1]
[0.5028208  0.49717915]		[1 0]
[0.9606043  0.03939565]		[1 0]
[0.08389346 0.9161065 ]		[0 1]
[0.37835282 0.6216472 ]		[1 0]
[0.5226292 0.4773708]		[0 1]
[0.27413788 0.72586215]		[1 0]
[0.7579845  0.24201544]		[1 0]
[0.94357944 0.05642056]		[1 0]
[0.78113806 0.21886195]		[1 0]
[0.6679617  0.33203825]		[0 1]
[0.5504145  0.44958553]		[1 0]
[0.635879   0.36412105]		[1 0]
[0.52394336 0.47605664]		[1 0]
[0.2725292  0.72747076]		[0 1]
[0.51522577 0.4847743 ]		[0 1]
[0.24791043 0.7520896 ]		[1 0]
[0.275181   0.72481894]		[0 1]
[0.4495347 0.5504652]		[0 1]
[0.1689745 0.8310255]		[0 1]
[0.39763597 0.602364  ]		[0 1]
[0.55980957 0.44019043]		[1 0]
[0.16714077 0.8328592 ]		[0 1]
[0.5049904 0.4950095]		[1 0]
[0.2089664 0.7910336]		[0 1]
[0.10095085 0.89904916]		[0 1]
[0.6808002  0.31919977]		[1 0]
[0.33244985 0.6675501 ]		[1 0]
[0.9898184  0.01018159]		[1 0]
[0.7077412 0.2922588]		[0 1]
[0.8162273  0.18377273]		[1 0]
[0.8160732 0.1839268]		[1 0]
[0.02107933 0.97892064]		[0 1]
[0.5929174  0.40708268]		[1 0]
[0.6669146  0.33308545]		[1 0]
[0.8765736  0.12342636]		[1 0]
